"ID","Status","Project","Product","Short_Name","Description","Access","Documentation","Version","DOI","Variable","Start","End","Region","Polygon","Released","Theme1","Theme2","Theme3","Theme4","Theme5","Theme6","EO_Missions"
110,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Water level from altimetry_Temporal series_L3 Products Database_Amazon Manacapuru_Multimission","water-level-amazon-manacapuru-ridesat","The database includes the temporal series of water level from altimetry (multi-mission series from SARAL/AltiKa, Cryosat-2 and Sentinel-3) and multispetral sensors (MODIS from Terra and Aqua and OLCI from Sentinel-3A and 3B)","https://www.dropbox.com/s/kbddiybsp7agrmn/Level3_Product.rar?dl=1","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2016.01.01","2019.12.31","South America","[-60.6094,-3.3083]","2020.03.02","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
111,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Water level from altimetry_Temporal series_L3 Products Database_Mississippi Memphis_Multimission","water-level-mississippi-memphis-ridesat","The database includes the temporal series of water level from altimetry (multi-mission series from SARAL/AltiKa, Cryosat-2 and Sentinel-3) and multispetral sensors (MODIS from Terra and Aqua and OLCI from Sentinel-3A and 3B)","https://www.dropbox.com/s/kbddiybsp7agrmn/Level3_Product.rar?dl=2","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2016.01.01","2019.12.31","North America","[-90.0643,35.1598]","2020.03.02","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
112,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Water level from altimetry_Temporal series_L3 Products Database_Mississippi Chester_Multimission","water-level-mississippi-chester-ridesat","The database includes the temporal series of water level from altimetry (multi-mission series from SARAL/AltiKa, Cryosat-2 and Sentinel-3) and multispetral sensors (MODIS from Terra and Aqua and OLCI from Sentinel-3A and 3B)","https://www.dropbox.com/s/kbddiybsp7agrmn/Level3_Product.rar?dl=3","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2016.01.01","2019.12.31","North America","[-89.8362,37.9028]","2020.03.02","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
113,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Water level from altimetry_Temporal series_L3 Products Database_Congo Brazaville_Multimission","water-level-congo brazaville-ridesat","The database includes the temporal series of water level from altimetry (multi-mission series from SARAL/AltiKa, Cryosat-2 and Sentinel-3) and multispetral sensors (MODIS from Terra and Aqua and OLCI from Sentinel-3A and 3B)","https://www.dropbox.com/s/kbddiybsp7agrmn/Level3_Product.rar?dl=4","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2017.01.01","2020.12.31","Africa","[15.2537,-4.3174]","2020.03.03","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
114,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Water level from altimetry_Temporal series_L3 Products Database_Po Pontelagoscuro_Multimission","water-level-po-pontelagoscuro-ridesat","The database includes the temporal series of water level from altimetry (multi-mission series from SARAL/AltiKa, Cryosat-2 and Sentinel-3) and multispetral sensors (MODIS from Terra and Aqua and OLCI from Sentinel-3A and 3B)","https://www.dropbox.com/s/kbddiybsp7agrmn/Level3_Product.rar?dl=5","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2018.01.01","2020.12.31","Europe","[11.608,44.8890]","2020.03.04","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
115,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Water level from altimetry_Temporal series_L3 Products Database_Po Sermide_Multimission","water-level-po-sermide-ridesat","The database includes the temporal series of water level from altimetry (multi-mission series from SARAL/AltiKa, Cryosat-2 and Sentinel-3) and multispetral sensors (MODIS from Terra and Aqua and OLCI from Sentinel-3A and 3B)","https://www.dropbox.com/s/kbddiybsp7agrmn/Level3_Product.rar?dl=6","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2018.01.01","2020.12.31","Europe","[11.2890,45.0150]","2020.03.04","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
116,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Water level from altimetry_Temporal series_L3 Products Database_Po Cremona_Multimission","water-level-po-cremona-ridesat","The database includes the temporal series of water level from altimetry (multi-mission series from SARAL/AltiKa, Cryosat-2 and Sentinel-3) and multispetral sensors (MODIS from Terra and Aqua and OLCI from Sentinel-3A and 3B)","https://www.dropbox.com/s/kbddiybsp7agrmn/Level3_Product.rar?dl=7","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2018.01.01","2020.12.31","Europe","[9.9951,45.1279]","2020.03.04","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
117,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Water level from altimetry_Temporal series_L3 Products Database_Po Borgoforte_Multimission","water-level-po-borgoforte-ridesat","The database includes the temporal series of water level from altimetry (multi-mission series from SARAL/AltiKa, Cryosat-2 and Sentinel-3) and multispetral sensors (MODIS from Terra and Aqua and OLCI from Sentinel-3A and 3B)","https://www.dropbox.com/s/kbddiybsp7agrmn/Level3_Product.rar?dl=8","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2018.01.01","2020.12.31","Europe","[10.7562,45.0455]","2020.03.04","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
118,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Water level from altimetry_Temporal series_L3 Products Database_Danube Baja_Multimission","water-level-danube-baja-ridesat","The database includes the temporal series of water level from altimetry (multi-mission series from SARAL/AltiKa, Cryosat-2 and Sentinel-3) and multispetral sensors (MODIS from Terra and Aqua and OLCI from Sentinel-3A and 3B)","https://www.dropbox.com/s/kbddiybsp7agrmn/Level3_Product.rar?dl=9","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2018.01.01","2020.12.31","Europe","[18.9265,46.1956]","2020.03.04","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
119,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Water level from altimetry_Temporal series_L3 Products Database_Danube Mohacs_Multimission","water-level-danube-mohacs-ridesat","The database includes the temporal series of water level from altimetry (multi-mission series from SARAL/AltiKa, Cryosat-2 and Sentinel-3) and multispetral sensors (MODIS from Terra and Aqua and OLCI from Sentinel-3A and 3B)","https://www.dropbox.com/s/kbddiybsp7agrmn/Level3_Product.rar?dl=10","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2018.01.01","2020.12.31","Europe","[18.6861,46.0054]","2020.03.04","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
120,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Simulated River discharge_Amazon Itapeua_Multimission","simulated-river-discharge-amazon-itapeua-ridesat","Simulated river discharge estimated from the combination of multispectral and altimetry datasets","https://www.dropbox.com/s/uldrkykvzrqisl2/River_Discharge_Product.rar?dl=0","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2016.01.01","2019.12.31","South America","[-63.0278,-4.057]","2020.03.03","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
121,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Simulated River discharge_Amazon Manacapuru_Multimission","simulated-river-discharge-amazon-manacapuru-ridesat","Simulated river discharge estimated from the combination of multispectral and altimetry datasets","https://www.dropbox.com/s/uldrkykvzrqisl2/River_Discharge_Product.rar?dl=0","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2016.01.01","2019.12.31","South America","[-60.6094,-3.3083]","2020.03.03","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
122,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Simulated River discharge_Mississippi Memphis_Multimission","simulated-river-discharge-mississippi-memphis-ridesat","Simulated river discharge estimated from the combination of multispectral and altimetry datasets","https://www.dropbox.com/s/uldrkykvzrqisl2/River_Discharge_Product.rar?dl=0","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2016.01.01","2019.12.31","North America","[-90.0643,35.1598]","2020.03.03","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
123,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Simulated River discharge_Mississippi Chester_Multimission","simulated-river-discharge-mississippi-chester-ridesat","Simulated river discharge estimated from the combination of multispectral and altimetry datasets","https://www.dropbox.com/s/uldrkykvzrqisl2/River_Discharge_Product.rar?dl=0","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2016.01.01","2019.12.31","North America","[-89.8362,37.9028]","2020.03.03","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
124,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Simulated River discharge_Congo Brazaville_Multimission","simulated-river-discharge-congo brazaville-ridesat","Simulated river discharge estimated from the combination of multispectral and altimetry datasets","https://www.dropbox.com/s/uldrkykvzrqisl2/River_Discharge_Product.rar?dl=0","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2017.01.01","2020.12.31","Africa","[15.2537,-4.3174]","2020.03.04","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
125,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Simulated River discharge products_Po Pontelagoscuro_Multimission","simulated-river-discharge-po-pontelagoscuro-ridesat","Simulated river discharge estimated from the combination of multispectral and altimetry datasets","https://www.dropbox.com/s/uldrkykvzrqisl2/River_Discharge_Product.rar?dl=0","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2018.01.01","2020.12.31","Europe","[11.608,44.8890]","2020.03.05","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
126,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Simulated River discharge products_Po Sermide_Multimission","simulated-river-discharge-po-sermide-ridesat","Simulated river discharge estimated from the combination of multispectral and altimetry datasets","https://www.dropbox.com/s/uldrkykvzrqisl2/River_Discharge_Product.rar?dl=0","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2018.01.01","2020.12.31","Europe","[11.2890,45.0150]","2020.03.05","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
127,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Simulated River discharge products_Po Cremona_Multimission","simulated-river-discharge-po-cremona-ridesat","Simulated river discharge estimated from the combination of multispectral and altimetry datasets","https://www.dropbox.com/s/uldrkykvzrqisl2/River_Discharge_Product.rar?dl=0","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2018.01.01","2020.12.31","Europe","[9.9951,45.1279]","2020.03.05","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
128,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Simulated River discharge products_Po Borgoforte_Multimission","simulated-river-discharge-po-borgoforte-ridesat","Simulated river discharge estimated from the combination of multispectral and altimetry datasets","https://www.dropbox.com/s/uldrkykvzrqisl2/River_Discharge_Product.rar?dl=0","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2018.01.01","2020.12.31","Europe","[10.7562,45.0455]","2020.03.05","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
129,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Simulated River discharge products_Danube Baja_Multimission","simulated-river-discharge-danube-baja-ridesat","Simulated river discharge estimated from the combination of multispectral and altimetry datasets","https://www.dropbox.com/s/uldrkykvzrqisl2/River_Discharge_Product.rar?dl=0","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2018.01.01","2020.12.31","Europe","[18.9265,46.1956]","2020.03.05","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
130,"ONGOING","RIDESAT - RIver flow monitoring and Discharge Estimation by integrating multiple SATellite data","Simulated River discharge products_Danube Mohacs_Multimission","simulated-river-discharge-danube-mohacs-ridesat","Simulated river discharge estimated from the combination of multispectral and altimetry datasets","https://www.dropbox.com/s/uldrkykvzrqisl2/River_Discharge_Product.rar?dl=0","http://hydrology.irpi.cnr.it/projects/ridesat/",,,"River discharge","2018.01.01","2020.12.31","Europe","[18.6861,46.0054]","2020.03.05","Land",,,,,,Sentinel-3; SARAL/ALtiKa; CryoSat-2; MODIS
131,"ONGOING","S2 for Land and Water, Change Detection/Multi-temporal","Land cover map_Italy_2018_S2","land-cover-map-italy-s24land","Land cover map of Italy in 2018. Upcoming Product","https://rslab.disi.unitn.it/projects/mta/","https://rslab.disi.unitn.it/projects/mta/#TSA",,,"Land cover","2018.01.01","2018.12.31","Italy","[[[6.62726578,35.28896156],[18.78447454,35.28896156],[18.78447454,47.09214614],[6.62726578,47.09214614],[6.62726578,35.28896156]]]","2019.04.01","Land",,,,,,"Sentinel-2"
132,"ONGOING","S2 for Land and Water, Change Detection/Multi-temporal","Multitemporal crop map - phenological parameters and phenological parameters_Italy_2017/2018_S2","crop-map-multitemporal-s24land","Multitemporal crop map - phenological parameters and phenological parameters maps of Italy 2017/2018","https://rslab.disi.unitn.it/projects/mta/","https://rslab.disi.unitn.it/projects/mta/#TSA",,,"Land cover","2017.01.01","2018.12.31","Italy","[[[6.62726578,35.28896156],[18.78447454,35.28896156],[18.78447454,47.09214614],[6.62726578,47.09214614],[6.62726578,35.28896156]]]","2019.04.01","Land",,,,,,"Sentinel-2"
133,"ONGOING","S2 for Land and Water, Coastal and Inland Waters Theme","Hydrodynamic models of Alpine lakes_Western Europe_S2/3","hydrodynamic-model-alpine-lakes-s24land","Hydrodynamic models of Alpine lakes","http://meteolakes.ch/#!/data",,,,"Lake area","2008.01.01","2021.12.31","Western Europe","[[[-10.8098181572,42.9418280224],[15.0300255928,42.9418280224],[15.0300255928,62.5493288536],[-10.8098181572,62.5493288536],[-10.8098181572,42.9418280224]]]","2016.01.01","Land",,,,,,"Sentinel-2; Sentinel-3"
137,"ONGOING","Sentinel-1 for Surface Soil Moisture","Surface soil moisture time series_1 km resolution_Southern Italy_S1","surface-soil-moisture-S1-for-surface-soil-moisture","The dataset consists of a time series of the Sentinel-1 (S-1) surface soil moisture (SSM) product at 1 km spatial resolution validated in Balenzano et al. (2021 a) over the Southern Italy. The specifications of the S-1 SSM product are provided in Balenzano et al. (2021 b). The SSM time series was obtained in correspondence of the ascending (RON A146) S-1 Interferometric Wide swath (IW) acquisition dates from January 2015 to December 2018 with a temporal gap between consecutive of 6 days (when both S-1A and S-1B data are available) or 12 days. On each date (183 in total), two co-registered layers are provided: mean SSM [m3/m3] and its standard deviation [m3/m3], which provides the SSM uncertainty. The retrieval algorithm is a time series short term change detection (STCD) that is implemented in the â€œSoil MOisture retrieval from multi-temporal SAR data (SMOSAR) code (Balenzano et al. 2013). Product details: https://www.sciencedirect.com/science/article/pii/S2352340921006296?via%3Dihub","https://www.sciencedirect.com/science/article/pii/S2352340921006296?via%3Dihub",,,"https://doi.org/10.5281/zenodo.5006307","Soil moisture at surface","2015.01.01","2018.12.31","South Italy","[[[6.62726578,35.28896156],[18.78447454,35.28896156],[18.78447454,47.09214614],[6.62726578,47.09214614],[6.62726578,35.28896156]]]","2021.03.16","Land",,,,,,"Sentinel-1"
