"Project_ID","Status","Project_Name","Short_Name","Short_Description","Website","Eo4Society_link","Consortium","Start_Date_Project","End_Date_Project","TO","TO_E-mail","Theme1","Theme2","Theme3","Theme4","Theme5","Theme6"
91,"COMPLETED","SENTINEL-5P+ INNOVATION CHLORINE DIOXIDE (OCLO)","S5p Inno - OCLO","The S5PI+ OClO project is one of the seven themes of ESA’s Sentinel-5p+ Innovation activity, which aims at developing products for the TROPOMI instrument on the Sentinel-5 Precursor satellite which are not yet part of the operational processor. The Copernicus Sentinel-5P satellite was launched in October 2017 and provides operational data since July 2018. This mission is intended as a gap-filler between the time series of the former instruments GOME and SCIAMACHY, the still operating OMI and the future Copernicus S5 instruments. Retrievals of OClO have been performed for all UV/vis heritage instruments (GOME, SCIAMACHY, GOME2, OMI) and the S5P OClO product will act as a continuation of these timeseries. Atmospheric profiles of OClO have also been retrieved from SCIAMACHY, OSIRIS and GOMOS measurements, providing additional information on the vertical distribution of OClO. For the validation of the S5P OClO product, ground-based observations of OClO from instruments in the NDACC network can be used.","http://www.iup.uni-bremen.de/doas/s5poclo.htm","https://eo4society.esa.int/projects/sentinel-5p-innovation-chlorine-dioxide-oclo/","UNIVERSITAET BREMEN (DE), BELGIAN INSTITUTE OF SPACE AERONOMY (BIRA-IASB) (BE)",25.06.2019,30.12.2021,"Christian Retscher","christian.retscher@esa.int","Atmosphere",,,,,
92,"ONGOING","SENTINEL-5P+ INNOVATION OCEAN COLOUR (S5P+-I-OC)","S5p Inno - S5p-I-OC","The S5P+I-OC project will explore the capacity of the Sentinel-5p TROPOMI data to provide novel Ocean Colour (OC) products. More specifically, the objectives of this S5P+ Innovation activity are to: -develop a solid scientific basis for the application of S5P data within the context of novel scientific and operational OC products applications; assess existing algorithms which have been used for OC product retrievals from SCanning Imaging Absorption Spectro-Meter for Atmospheric CHartographY (SCIAMACHY), Ozone Monitoring Instrument (OMI) and Global Ozone Monitoring Experiment (GOME-2); -develop novel OC products and retrieval methods that exploit the potential of the S5P mission’s capabilities beyond its primary objectives, in particular, the chlorophyll-a concentration (CHL) of important phytoplankton groups (PFT-CHL), the underwater light attenuation coefficients (Kd) for the ultraviolet (UV) and the blue spectral region separately (KdUV, KdBlue), and the sun-induced marine chlorophyll-a fluorescence signal (SIF-marine) from TROPOMI S5P level-1 data; -explore the potential of the UV range of S5P for ocean biology; -use complementary products from Sentinel-3 (S3) and S5P for exploring the UV measurements of TROPOMI for assessing sources of coloured dissolved organic matter (CDOM) and the amount of UV-absorbing pigments in the ocean; -validate with established reference in situ datasets and perform intercomparison to other satellite OC data; -define strategic actions for fostering a transition of the methods from research to operational activities; -maximize the scientific return and benefits from the S5P mission for surface ocean research and services (e.g. CMEMS) by assessing the synergies with other satellite sensors, in particular -explore the synergistic use of S5P and S3.","https://www.awi.de/index.php?id=4087&no_cache=1&L=1","https://eo4society.esa.int/projects/sentinel-5p-innovation-expro-theme-7-ocean-colour-s5p-i-oc/","ALFRED WEGENER INSTITUTE (DE), U. LISBON (PT),UNIVERSITAET BREMEN (DE),UNIVERSITY OF VICTORIA (CA)",29.05.2019,30.06.2021,"Marie-Helene Rio","marie-helene.rio@esa.int","Oceans",,,,,
93,"COMPLETED","SENTINEL-5P+ INNOVATION SOLAR INDUCED CHLOROPHYLL FLUORESCENCE (SIF)","S5p Inno - SIF","The ESA –TROPOSIF project is one of the seven themes from the Sentinel-5p+ Innovation (S5p+I) activity funded by ESA, which aims at developing novel scientific products / retrieval methods from the data acquired by the TROPOMI (TROPOspheric Monitoring Instrument) instrument aboard the Copernicus Sentinel-5 Precursor mission launched in October 2017. Although the Sentinel-5P mission was designed to monitor the Earth’s atmosphere, TROPOMI’s spectral and radiometric performance enable to also monitor terrestrial Solar Induced Fluorescence (SIF) with an unprecedented spatial and temporal resolution. Project objectives: The overarching goal of the ESA-TROPOSIF project is twofold: First, a global SIF product from TROPOMI will be derived, which implies new developments in SIF retrieval and the comparison to existing state-of-the-art global SIF data sets from TROPOMI and OCO-2. Second, the resulting SIF data set will be exploited in order to demonstrate the positive impact that the TROPOMI SIF product can have on a range of vegetation and carbon cycle-related research topics. Among others, this will be done through the assimilation of the resulting SIF data set into the state of the art ORCHIDEE terrestrial biosphere model. The investigation of the potential of the developed TROPOMI SIF retrieval for the upcoming Sentinel-4 and Sentinel-5 missions and the promotion of the developed SIF product among the potential climate/land surface modelling community will also be carried out within the project.","https://s5p-troposif.noveltis.fr/","https://eo4society.esa.int/projects/sentinel-5p-innovation-solar-induced-chlorophyll-fluorescence-sif/","NOVELTIS SAS (FR)",03.07.2019,09.11.2021,"Christian Retscher","christian.retscher@esa.int","Atmosphere","Land",,,,
94,"COMPLETED","SHRED: Sentinel-1 for High REsolution monitoring of vegetation Dynamics","(LPF) SHRED","Optimally combine the Sentinel-1 CR with VOD retrieved from EEUMETSAT Metop ASCAT backscatter observations to develop a global 1 km VOD product; evaluate the high-resolution VOD product using Leaf Area Index from Copernicus Global Land Service (CGLS), ESAâ€šÃ„Ã´s SMOS VOD and VOD from AMSR2; quantify the impact of water availability on vegetation dynamics.","https://eo4society.esa.int/projects/shred-sentinel-1-for-high-resolution-monitoring-of-vegetation-dynamics/","https://eo4society.esa.int/projects/shred-sentinel-1-for-high-resolution-monitoring-of-vegetation-dynamics/","TECHNISCHE UNIVERSITAT WIEN (TU WIEN) (AT)",02.10.2018,31.10.2020,"Stephen Plummer","stephen.plummer@esa.int","Land",,,,,
95,"COMPLETED","SMOS+ Med: Sea Surface Salinity in the Mediterranean","SMOS+ Mediterranean","This project aimed at calculating a sea surface salinity (SSS) field over the north Atlantic Ocean and the Mediterranean Sea for the previous 6 years, using a combination of techniques developed by the partners of the project, GEHR (Belgium) and BEC (Spain). This approach combined a debiased non-Bayesian retrieval of the SSS, the use of DINEOF (Data Interpolating Empirical Orthogonal Functions) to correct for systematic errors, and multifractal fusion to obtain a L4 dataset.The resulting dataset has been compared to in situ data, demonstrating that the new methodology reduces by half the error with respect to previous estimates of SSS in the Mediterranean Sea.","https://eo4society.esa.int/projects/pathfinders-sea-surface-salinity-in-the-mediterranean/","https://eo4society.esa.int/projects/pathfinders-sea-surface-salinity-in-the-mediterranean/","UNIVERSITY OF LIEGE (BE), INSTITUTO DE CIENCIAS DEL MAR - CSIC (ES)",19.03.2014,28.02.2018,"Diego Fernandez","Diego.fernandez@esa.int","Oceans",,,,,
96,"COMPLETED","SMOS+ Rainfall Land","SMOS+ Rainfall Land","The objective of the â€˜SMOS+RAINFALLâ€™ project is to ingest satellite soil moisture information derived from ASCAT, SMOS and SMAP into the latest state-of-the-art satellite precipitation products like those derived from the Global Precipitation Measurement mission (GPM) to enhance rainfall observation accuracy over land.","https://www.esasmosrainfall.org/","https://eo4society.esa.int/projects/smos-rainfall-land/","CNRS, DELEGATION REGIONALE ALPES (FR), CNR-RESEARCH INSTITUTE FOR GEO-HYDROLOGICAL PROTECTION â€“ IRPI (IT), UNIVERSITE TOULOUSE III â€“ PAUL SABATIER (FR)",16.07.2015,31.03.2019,"Diego Fernandez","diego.fernandez@esa.int","Land",,,,,
97,"COMPLETED","SMOS+ VEGETATION","SMOS+ VEGETATION","ESAâ€™s SMOS mission is part of ESAâ€™s Living Planet Programme and carries the first-ever, polar-orbiting, space-borne, 2-D interferometric radiometer providing observations at 1.4 GHz. From the Level 1 brightness temperatures we derive the Level-2 data products, namely surface soil moisture and vegetation optical depth (VOD) (over land) and sea surface salinity (over oceans). SMOS not only contributes towards our understanding of the global water cycle, but also has the potential to improve our understanding of the global carbon cycle. The assimilation of SMOS soil moisture into a carbon assimilation scheme built around a terrestrial biosphere model was found to improve global CO2 flux estimates. Similarly, assimilating SMOS soil moisture and AMSR-E C-band VOD data into an evapotranspiration (ET) model was found to improve ET and root-zone soil moisture estimates over Australia.However, there is still a lack of in-depth understanding of the VOD product, and its potential to monitor vegetation properties and processes has not yet been satisfactorily explored. In this context, this activity aims to increase the scientific return of the SMOS VOD data product by preparing and promoting its use for vegetation applications in the fields of agriculture, drought monitoring and land surface modeling.
","http://smos-veg.inversion-lab.com/index.html","https://eo4society.esa.int/projects/smos-vegetation/","THE INVERSION LAB THOMAS KAMINSKI CONSULTING (DE), LUND UNIVERSITY (SE), UNIVERSITE TOULOUSE III â€“ PAUL SABATIER (FR)",10.05.2016,15.12.2018,"Matthias Drusch","matthias.drusch@esa.int","Land",,,,,
98,"COMPLETED","SMOWS: Satellite Mode Waters Salinity, in synergy with Temperature and Sea Level","(LPF) SMOWS","How salinity impacts the formation of sub-surface waters (Mode Waters) in the South-West Pacific Ocean","https://eo4society.esa.int/projects/smows-satellite-mode-waters-salinity-in-synergy-with-temperature-and-sea-level/","https://eo4society.esa.int/projects/smows-satellite-mode-waters-salinity-in-synergy-with-temperature-and-sea-level/","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS) (FR)",09.10.2018,31.10.2020,"Stephen Plummer","stephen.plummer@esa.int","Oceans",,,,,
99,"ONGOING","Stratospheric ozone from limb observations: validation of the profiles, evaluation of trends and their dynamical and chemical drivers (SOLVE)","(LPF) SOLVE","This project aims at investigating long-term ozone changes over the last two decades, by exploiting ESA and NASA limb satellite instruments. In particular, we build on the expertise at the University of Bremen acquired with SCIAMACHY data and use OMPS-LP satellite measurements to bridge the gap in limb observations before the ALTIUS launch. All these instruments exploit the same measurement technique, i.e. they collect scattered solar light in limb geometry.","https://eo4society.esa.int/projects/stratospheric-ozone-from-limb-observations-validation-of-the-profiles-evaluation-of-trends-and-their-dynamical-and-chemical-drivers-solve/","https://eo4society.esa.int/projects/stratospheric-ozone-from-limb-observations-validation-of-the-profiles-evaluation-of-trends-and-their-dynamical-and-chemical-drivers-solve/","UNIVERSITAET BREMEN (DE)",11.09.2020,01.11.2023,"Stephen Plummer","stephen.plummer@esa.int","Atmosphere",,,,,
100,"COMPLETED","STSE CryoSat+ CryoTop Evolution","CryoSat+ CryoTop Evolution","Generate L2, L3 and L4 products over the Greenland and Antarctic ice sheets from swath processing of CryoSat SARIn mode data","https://cryotop-evolution.org/","https://eo4society.esa.int/projects/stse-cryosat-cryotop-evolution-expro/","UNIVERSITY OF EDINBURGH (GB), ENVEO â€šENVIRONMENTAL EARTH OBSERVATION INFORMATION TECHNOLOGY GMBH (AT), UNIVERSITY OF LEEDS, SCHOOL OF EARTH AND ENVIRONMENT (GB), isardSAT (ES)",03.03.2016,30.11.2019,"Mark Drinkwater","mark.drinkwater@esa.int","Cryosphere",,,,,
101,"COMPLETED","STSE SMOS+ SEA ICE","SMOS+ SeaIce","Develop a data fusion product based on CryoSat and SMOS data, now termed the CS2SMOS product","https://icdc.cen.uni-hamburg.de/en/l3c-smos-sit.html","http://due.esrin.esa.int/stse/page_stse_project204.php","UNIVERSITY OF HAMBURG (DE), ALFRED WEGENER INSTITUTE (DE),DANISH METEOROLOGICAL INSTITUTE (DK),FINNISH METEOROLOGICAL INSTITUTE (FI),NANSEN ENVIRONMENTAL AND REMOTE SENSING CENTER (NO),UNIVERSITAET BREMEN (DE)",20.08.2014,30.10.2017,"Matthias Drusch","matthias.drusch@esa.int","Cryosphere",,,,,
102,"COMPLETED","STSE-ARCTIC+ THEME 5 â€“ CONTRIBUTIONS TO THE YEAR OF POLAR PREDICTIONS (YOPP)","STSE-ARCTIC+","Prototype system for Arctic Mission Benefit Analysis (ArcMBA) that makes a mathematically rigorous evaluation of the effect that observational constraints imposed by individual and groups of EO (and in situ) data products would have in an advanced data assimilation system. The assessment is performed in terms of the uncertainty reduction in simulated/predicted sea ice, snow, and oceanic target quantities of scientific and societal interest.","https://arctic-plus.inversion-lab.com/index.html","https://eo4society.esa.int/projects/stse-arctic-theme-5-contributions-to-the-year-of-polar-predictions-yopp/","THE INVERSION LAB THOMAS KAMINSKI CONSULTING (DE), DANISH METEOROLOGICAL INSTITUTE (DK), O.A.SYS â€š OCEAN ATMOSPHERE SYSTEMS (DE)",06.06.2016,28.02.2018,"Ola Grabak","ola.grabak@esa.int","Cryosphere",,,,,
103,"COMPLETED","SUNLIT - Synergy of Using Nadir and Limb Instruments for Tropospheric ozone monitoring","SUNLIT","Development of new global tropospheric ozone datasets using combination of total ozone column from OMI and TROPOMI with stratospheric ozone column dataset from several available limb-viewing instruments (MLS, OSIRIS, MIPAS, SCIAMACHY, OMPS-LP, GOMOS). The novelty of the SUNLIT approach is using measurements from several satellite instruments in limb-viewing geometry for deriving the stratospheric ozone column dataset.","https://nsdc.fmi.fi/data/data_sunlit.php","https://eo4society.esa.int/projects/sunlit-synergy-of-using-nadir-and-limb-instruments-for-tropospheric-ozone-monitoring/","FINNISH METEOROLOGICAL INSTITUTE (FI)",05.09.2018,24.11.2020,"Christian Retscher","christian.retscher@esa.int","Atmosphere",,,,,
104,"COMPLETED","Swarm+ Coupling High-Low Atmosphere Interactions: Ion Outflow","Swarm+ Outflow","The Swarm+ Coupling High-Low Atmosphere Interactions: Ion Outflow (â€œSwarm+ Outflowâ€) project, which began in May 2019, centers on using Swarm spacecraft to tackle unanswered questions around non-thermal processes that lead to ion outflow.","https://swarmoutflow.w.uib.no/","https://eo4society.esa.int/projects/swarm-coupling-high-low-atmosphere-interactions-ion-outflow/","UNIVERSITY OF BERGEN (NO)",22.02.2019,30.09.2020,"Roger Haagmans","roger.haagmans@esa.int","Magnetosphere_Ionosphere",,,,,
